Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Season,VegetationType,Heatwave,Drought,Lightning,Classes
38.0,37.3,9.7,0.4,74.8,102.5,370.9,22.4,250.8,19.0,Summer,Shrubland,1,0,0,not fire
25.4,57.0,23.7,2.5,67.3,47.4,228.1,23.9,139.8,15.6,Summer,Shrubland,0,0,0,not fire
32.4,45.8,21.0,0.3,77.4,86.4,292.5,25.5,194.3,19.2,Summer,Agriculture,0,0,0,fire
31.4,42.5,16.6,0.5,74.3,86.7,341.7,24.2,219.0,19.2,Autumn,Grassland,0,1,0,fire
30.2,55.9,8.7,5.1,58.3,67.8,301.8,18.4,189.8,14.5,Winter,Shrubland,0,1,0,not fire
31.4,31.7,9.2,0.9,71.1,104.6,402.6,24.4,274.5,22.0,Winter,Forest,0,0,0,not fire
29.0,55.4,8.0,1.4,61.5,63.3,260.3,19.1,175.5,15.5,Spring,Forest,0,1,0,fire
45.3,47.3,17.1,0.6,87.4,128.1,438.9,28.8,304.9,23.6,Summer,Forest,1,0,0,fire
24.3,55.6,14.4,3.2,60.2,41.8,138.0,19.0,89.6,10.8,Summer,Forest,0,1,0,fire
32.6,62.1,12.1,1.9,66.6,58.0,231.3,22.7,151.3,15.9,Winter,Shrubland,0,0,0,not fire
41.6,65.3,14.0,0.9,76.2,94.8,332.8,23.1,235.7,17.7,Winter,Agriculture,0,1,1,fire
48.5,54.8,12.9,0.2,85.7,117.0,335.9,25.6,226.6,18.8,Spring,Grassland,0,0,1,fire
36.4,48.4,25.1,0.6,79.1,105.4,412.0,28.1,277.5,22.2,Spring,Shrubland,0,1,0,fire
44.0,88.8,11.2,1.1,68.5,100.0,334.1,21.4,221.1,17.5,Summer,Grassland,0,1,0,fire
27.7,47.8,17.5,0.1,72.3,76.6,271.2,22.6,199.1,17.2,Autumn,Agriculture,0,0,0,not fire
20.3,67.1,14.3,0.4,56.5,46.9,184.1,15.3,124.4,9.5,Autumn,Shrubland,0,0,0,not fire
33.7,56.7,12.5,0.6,64.7,91.9,345.8,18.8,224.5,17.5,Spring,Grassland,0,0,0,fire
41.2,28.5,23.5,1.1,93.1,123.4,444.0,31.2,306.8,24.5,Spring,Agriculture,0,0,0,fire
33.9,64.5,18.3,1.8,74.2,59.0,240.9,24.9,160.5,17.3,Spring,Forest,0,1,0,not fire
38.8,54.8,9.3,1.7,71.3,82.9,344.1,20.6,215.9,16.8,Summer,Forest,0,0,1,fire
32.1,68.2,14.0,1.6,65.9,61.3,256.8,18.4,163.5,13.2,Autumn,Agriculture,0,0,0,not fire
35.9,41.3,12.1,1.9,76.9,100.2,345.2,26.1,211.5,18.1,Summer,Shrubland,0,1,1,fire
37.5,34.9,23.8,1.9,83.7,111.0,379.7,29.8,263.8,22.9,Winter,Grassland,0,0,1,fire
33.0,49.1,10.0,0.4,76.0,81.6,315.4,22.2,209.7,17.1,Spring,Grassland,0,1,0,fire
38.0,55.4,14.4,3.0,75.9,100.9,372.8,21.7,240.2,19.4,Winter,Shrubland,0,0,0,not fire
23.7,7.8,12.0,2.1,73.1,97.0,370.0,21.4,243.2,18.4,Autumn,Shrubland,0,0,1,fire
28.5,56.1,18.2,0.1,71.6,79.5,286.2,24.6,186.5,17.7,Winter,Forest,0,0,0,not fire
20.8,73.8,16.3,0.0,59.0,36.1,165.5,20.0,98.8,12.3,Spring,Forest,0,0,0,not fire
43.7,60.8,15.4,2.9,76.9,112.5,368.1,24.3,255.4,18.8,Winter,Forest,0,0,0,fire
39.5,61.1,13.4,1.6,74.9,94.1,288.5,23.8,203.3,17.5,Winter,Grassland,0,0,0,not fire
40.6,54.1,12.3,2.6,76.7,108.2,367.6,23.0,255.3,17.6,Spring,Forest,0,0,0,fire
29.7,79.0,2.9,1.2,53.0,42.9,245.3,13.7,148.9,10.9,Summer,Shrubland,0,0,0,not fire
32.8,20.6,18.1,0.9,88.4,105.6,386.1,31.2,267.7,23.6,Summer,Grassland,0,0,0,fire
36.8,48.9,18.8,1.7,75.6,90.8,277.4,27.7,192.2,16.4,Autumn,Grassland,0,1,0,fire
34.2,53.0,17.2,3.6,70.7,98.1,364.5,23.8,243.8,21.0,Summer,Grassland,0,0,0,fire
15.9,56.4,17.7,3.2,54.2,46.3,171.1,19.3,113.7,13.7,Summer,Shrubland,0,1,0,fire
33.9,57.7,21.2,0.3,77.8,65.4,283.4,27.7,190.8,17.4,Spring,Shrubland,0,0,0,not fire
47.2,88.7,14.1,1.4,76.4,113.6,426.5,25.0,295.8,20.6,Summer,Agriculture,0,1,0,fire
28.7,70.0,20.9,2.5,63.3,61.2,301.4,23.5,195.8,16.8,Summer,Shrubland,0,0,0,not fire
31.7,52.6,22.4,1.4,80.6,64.9,276.0,29.8,175.5,20.1,Spring,Agriculture,0,0,1,fire
45.2,59.7,3.8,0.7,77.2,108.4,371.9,18.5,245.8,17.0,Spring,Forest,0,1,0,fire
46.4,42.7,9.3,0.4,87.7,117.8,501.3,27.1,328.4,25.1,Winter,Shrubland,0,1,0,fire
34.2,7.2,14.6,2.2,89.9,118.7,395.0,27.7,279.4,23.0,Spring,Forest,0,0,0,fire
38.9,68.6,7.5,3.9,65.0,71.0,240.7,18.7,173.6,13.3,Winter,Agriculture,0,0,0,not fire
29.2,48.0,16.0,1.3,73.9,73.4,225.5,22.3,166.2,16.1,Winter,Agriculture,0,0,0,not fire
36.7,67.1,23.9,0.8,73.1,98.3,306.4,26.1,212.2,20.2,Spring,Grassland,0,0,0,not fire
24.4,80.0,15.2,1.0,49.3,38.0,212.8,19.8,156.4,15.9,Autumn,Agriculture,0,0,0,not fire
17.9,66.8,10.4,1.4,51.1,42.1,171.7,18.5,115.0,11.8,Winter,Grassland,1,1,0,fire
32.4,25.8,10.4,5.9,64.7,113.2,411.8,20.2,266.1,17.9,Summer,Grassland,0,0,0,fire
32.8,64.6,12.1,0.8,65.1,66.8,245.2,22.0,168.6,13.8,Spring,Forest,0,0,0,not fire
30.5,47.7,8.5,0.2,66.9,85.1,291.1,16.3,215.8,15.3,Summer,Grassland,0,0,0,not fire
34.3,34.3,10.2,1.5,78.9,88.5,365.3,22.5,232.7,18.1,Summer,Forest,0,0,0,fire
30.3,69.0,11.8,0.8,62.3,68.8,249.9,16.7,162.3,13.9,Summer,Agriculture,0,0,0,fire
42.7,47.9,12.7,8.1,78.8,112.6,410.8,23.8,281.6,20.6,Autumn,Shrubland,0,1,0,not fire
30.9,20.6,21.8,0.5,86.5,88.3,340.0,30.6,221.2,20.4,Winter,Grassland,0,0,0,fire
28.1,30.1,15.6,4.2,65.8,84.2,305.8,22.4,191.1,17.7,Winter,Grassland,1,0,0,not fire
27.4,44.7,13.7,2.1,70.7,63.5,294.6,24.3,196.1,18.8,Autumn,Forest,0,0,0,not fire
18.6,40.8,11.8,0.5,60.4,48.8,189.0,20.9,126.8,15.5,Spring,Forest,0,0,0,not fire
33.3,23.6,8.7,1.6,77.5,123.5,411.2,23.1,279.7,20.8,Autumn,Forest,0,0,0,fire
24.0,36.7,20.6,1.6,75.1,75.2,281.7,27.3,179.1,16.1,Autumn,Agriculture,0,1,0,fire
21.1,46.6,11.6,0.2,57.5,59.7,251.9,16.9,176.4,13.4,Spring,Forest,0,0,1,fire
27.9,86.9,12.0,0.0,53.3,52.3,217.2,19.1,152.6,14.9,Winter,Agriculture,0,0,0,not fire
25.3,47.9,16.9,0.7,60.2,64.4,216.0,22.9,160.5,14.7,Summer,Shrubland,0,0,0,not fire
31.6,44.6,9.3,0.2,65.3,84.0,316.3,20.6,212.8,16.7,Spring,Agriculture,0,0,0,not fire
36.1,74.8,17.5,1.1,67.2,64.0,261.6,22.4,166.5,13.5,Winter,Grassland,0,0,0,not fire
34.1,43.3,25.7,2.8,72.2,69.9,248.0,27.6,158.1,17.5,Spring,Forest,0,0,0,not fire
42.3,66.7,19.8,0.2,80.4,97.3,355.5,26.0,227.0,19.1,Summer,Agriculture,0,0,1,fire
32.0,30.3,16.3,0.6,77.6,99.5,394.8,24.0,258.3,20.6,Autumn,Forest,0,1,0,fire
37.3,52.5,28.0,4.4,76.9,115.7,403.4,29.3,267.9,20.9,Spring,Forest,0,0,0,fire
39.8,36.1,23.4,0.1,89.8,112.4,393.7,30.3,262.2,20.7,Spring,Shrubland,1,0,0,fire
34.2,54.3,8.2,0.5,69.1,80.3,313.6,22.4,197.0,17.6,Spring,Agriculture,0,1,0,fire
28.0,40.3,12.4,0.8,70.4,87.8,338.8,24.1,206.7,17.0,Summer,Forest,0,0,0,not fire
34.2,37.0,9.0,0.7,76.3,91.5,262.4,22.9,165.2,16.0,Spring,Shrubland,0,0,0,not fire
37.1,34.5,19.1,4.6,78.0,123.3,437.3,25.5,302.5,23.2,Spring,Agriculture,0,0,0,not fire
42.6,49.6,14.7,0.4,83.7,99.9,324.1,27.3,220.6,20.0,Autumn,Grassland,0,1,0,not fire
32.8,64.5,10.1,8.5,57.9,107.1,391.5,18.9,253.7,17.9,Autumn,Forest,0,1,0,fire
26.9,53.7,22.1,1.3,71.8,71.4,290.9,23.7,193.0,17.8,Spring,Agriculture,0,0,0,not fire
36.6,74.3,19.5,0.8,71.5,94.6,347.5,27.4,223.2,19.4,Summer,Agriculture,0,1,0,fire
24.5,49.9,11.0,1.0,62.8,74.4,363.6,18.6,255.5,16.8,Summer,Grassland,0,1,0,fire
23.0,56.8,6.9,1.2,56.2,68.9,313.8,14.9,208.7,14.2,Spring,Shrubland,0,0,0,not fire
22.9,41.6,24.3,1.2,69.9,60.6,246.9,26.5,167.5,18.6,Autumn,Agriculture,0,1,0,not fire
29.3,37.4,18.3,1.1,75.1,68.8,290.2,24.0,202.2,19.2,Spring,Shrubland,0,1,0,not fire
32.9,84.9,13.8,1.4,62.7,57.1,141.6,18.9,109.4,12.4,Autumn,Agriculture,0,0,0,not fire
40.9,53.3,19.1,1.1,78.1,105.0,401.2,25.4,256.4,21.4,Winter,Agriculture,1,0,0,fire
20.7,90.1,24.8,0.2,58.4,26.6,100.6,23.0,72.6,9.7,Spring,Forest,0,1,0,fire
32.7,79.1,20.9,2.4,65.9,71.3,331.0,24.9,218.9,18.9,Autumn,Grassland,1,0,0,not fire
21.7,39.6,10.2,4.5,55.3,65.3,257.0,17.6,146.7,12.9,Spring,Shrubland,0,0,0,not fire
24.4,59.7,13.3,1.2,59.7,73.5,314.5,22.3,208.5,18.1,Summer,Grassland,0,0,0,not fire
29.9,48.0,4.8,2.9,62.5,83.8,321.2,16.2,210.2,15.4,Spring,Shrubland,0,1,0,not fire
38.5,55.4,12.9,1.4,77.9,82.5,211.2,27.0,149.1,15.8,Summer,Shrubland,0,0,0,not fire
34.8,64.9,11.5,0.2,71.5,82.0,237.4,20.6,153.7,15.3,Summer,Agriculture,0,0,0,fire
35.6,94.3,18.8,1.4,66.3,69.5,280.8,20.9,188.1,13.7,Summer,Agriculture,0,0,0,not fire
38.8,41.3,4.3,1.2,69.8,103.8,386.8,18.8,272.4,19.3,Summer,Grassland,1,0,0,not fire
32.3,62.5,14.9,1.2,63.4,74.0,309.5,20.5,195.3,16.0,Summer,Forest,1,0,0,fire
49.9,42.5,18.3,1.0,93.3,144.6,547.6,30.2,370.5,25.7,Spring,Grassland,0,0,0,fire
39.0,22.2,20.5,0.2,94.2,114.6,414.7,30.5,280.0,22.8,Summer,Grassland,0,0,0,fire
33.5,92.9,9.0,1.0,59.0,60.3,265.8,18.1,170.1,14.0,Summer,Forest,1,0,0,fire
19.8,41.4,12.9,4.1,53.9,36.4,216.8,16.5,156.0,14.4,Autumn,Agriculture,0,0,0,not fire
43.0,39.5,17.6,0.5,84.6,110.1,347.4,28.5,229.1,21.1,Autumn,Shrubland,1,1,0,fire
29.5,45.0,17.2,1.7,70.1,96.0,350.5,22.6,225.3,19.4,Spring,Agriculture,0,0,0,not fire
26.9,20.6,6.4,1.7,66.3,98.7,369.6,17.2,248.9,16.8,Summer,Grassland,0,0,0,fire
22.6,70.1,7.5,0.1,54.8,21.8,98.2,19.4,65.4,9.3,Summer,Shrubland,0,0,0,not fire
25.7,44.5,13.7,1.7,63.7,68.0,269.2,19.9,176.3,14.5,Autumn,Shrubland,0,0,0,not fire
42.9,33.9,21.3,1.4,87.3,114.7,461.1,28.7,300.2,22.7,Summer,Forest,0,0,0,fire
40.2,56.2,19.3,1.0,85.3,77.1,243.5,28.2,163.3,17.0,Summer,Agriculture,0,0,0,not fire
39.8,52.6,10.0,0.1,78.8,87.4,303.9,20.4,189.2,16.5,Spring,Forest,0,0,0,fire
36.8,53.9,8.0,3.9,66.9,87.9,334.8,20.7,234.3,15.5,Summer,Agriculture,0,0,0,not fire
28.6,35.0,18.8,1.3,78.6,70.2,264.6,24.0,182.8,16.6,Summer,Forest,0,0,0,fire
37.0,51.7,16.6,1.6,78.0,73.1,211.6,26.6,154.3,16.6,Autumn,Agriculture,0,0,0,fire
37.6,16.9,12.5,1.7,88.4,99.1,329.8,26.1,230.6,18.7,Summer,Forest,0,0,0,fire
39.1,20.8,21.7,1.0,88.2,130.7,443.8,26.6,295.7,21.1,Winter,Agriculture,0,0,1,fire
44.9,50.3,19.7,6.2,81.8,114.3,447.7,26.2,284.7,20.1,Spring,Agriculture,0,1,0,fire
33.9,62.5,8.7,0.6,64.1,82.8,289.3,18.5,183.7,15.1,Winter,Forest,0,0,0,not fire
32.8,92.5,13.2,0.2,64.6,43.3,232.2,20.0,166.2,14.0,Spring,Forest,0,0,0,not fire
35.7,78.6,23.7,0.1,70.9,78.9,338.5,25.6,244.5,17.6,Autumn,Agriculture,0,0,0,not fire
34.4,47.8,14.7,0.2,77.8,87.6,306.9,22.4,200.3,17.7,Winter,Forest,0,0,0,fire
19.3,61.5,14.5,4.8,49.2,39.2,171.1,16.1,115.7,10.8,Spring,Forest,1,1,0,fire
43.6,50.3,23.6,1.5,95.3,107.4,323.2,30.5,226.7,21.1,Winter,Forest,0,0,0,fire
32.0,33.1,13.6,0.3,80.6,99.2,291.3,25.2,197.9,17.4,Autumn,Grassland,0,0,0,fire
37.0,89.9,14.0,1.2,59.7,76.0,246.4,20.6,144.7,13.8,Summer,Agriculture,0,1,0,not fire
40.1,42.9,14.5,1.5,80.0,98.9,335.0,22.4,230.5,17.5,Spring,Agriculture,1,0,0,fire
25.0,69.8,15.0,0.9,57.5,53.4,210.4,20.1,139.4,12.2,Winter,Grassland,0,0,0,not fire
29.0,42.6,11.4,3.8,64.3,70.2,299.1,21.2,185.6,14.5,Autumn,Agriculture,1,1,0,fire
39.9,52.8,22.3,1.2,86.0,88.8,336.6,29.7,218.7,21.0,Summer,Grassland,0,0,0,fire
40.9,72.7,12.7,0.5,69.8,75.9,320.8,19.1,216.5,15.1,Winter,Agriculture,0,0,0,not fire
26.3,37.8,19.8,1.8,73.4,75.7,304.1,25.2,206.9,19.3,Spring,Grassland,0,0,0,fire
20.1,30.7,15.3,2.5,66.0,73.2,221.3,22.0,176.2,15.2,Autumn,Grassland,0,0,0,not fire
37.6,48.3,6.5,1.5,67.2,80.3,294.2,19.2,194.1,15.4,Summer,Agriculture,1,0,0,fire
32.3,52.9,11.0,1.3,67.2,71.7,206.4,21.2,159.0,13.2,Autumn,Agriculture,0,0,0,not fire
33.5,8.7,12.7,1.6,82.1,96.5,348.1,25.9,235.9,19.0,Winter,Forest,0,0,0,fire
30.3,42.1,9.9,1.7,67.9,71.6,236.7,20.6,149.9,12.8,Summer,Forest,0,0,0,fire
32.2,66.7,14.7,3.5,61.8,66.3,239.1,22.2,149.6,16.2,Autumn,Shrubland,0,0,0,not fire
33.4,78.7,14.9,2.3,65.3,64.8,226.2,22.9,162.0,14.4,Summer,Shrubland,0,0,0,not fire
38.8,66.2,6.7,0.4,65.2,85.5,306.3,17.7,187.3,12.9,Autumn,Agriculture,0,0,0,not fire
39.0,41.4,11.6,1.2,77.2,106.3,369.9,22.0,242.8,17.9,Autumn,Forest,1,0,0,fire
38.0,41.2,18.3,0.1,86.7,104.5,363.3,26.0,259.7,20.8,Winter,Grassland,0,0,0,not fire
28.0,53.8,18.7,0.3,73.0,63.5,274.4,24.8,170.1,15.8,Autumn,Grassland,1,0,0,not fire
27.4,8.5,13.3,0.5,76.7,89.9,334.2,21.5,212.9,18.3,Spring,Agriculture,1,0,0,fire
38.7,36.6,18.9,2.6,86.1,99.6,382.1,27.9,248.8,20.9,Winter,Grassland,1,0,0,fire
37.2,57.3,21.7,0.1,81.7,66.0,306.1,29.0,187.3,19.7,Summer,Grassland,0,1,0,fire
39.2,27.8,22.8,0.1,94.7,111.2,309.1,33.3,214.5,21.7,Winter,Shrubland,0,0,0,fire
33.6,66.8,7.0,7.5,53.0,78.9,245.5,14.2,182.7,12.3,Spring,Agriculture,1,0,1,fire
37.4,60.9,20.3,2.9,75.5,83.3,339.3,28.6,228.9,22.2,Spring,Shrubland,0,0,0,fire
36.4,53.2,10.5,1.8,63.1,86.5,254.9,18.4,173.3,15.8,Winter,Shrubland,1,0,0,not fire
49.2,12.2,16.3,0.1,99.8,143.1,499.2,31.6,338.7,27.0,Winter,Grassland,0,1,0,fire
31.6,57.3,3.6,2.0,57.4,92.4,276.6,17.7,193.9,14.1,Summer,Grassland,0,0,1,fire
25.2,47.5,19.4,1.9,69.5,50.1,226.2,23.3,156.1,16.2,Spring,Grassland,1,1,0,fire
32.8,16.7,12.1,3.1,79.0,109.2,374.3,24.1,244.8,20.8,Autumn,Shrubland,0,1,0,fire
28.4,55.5,20.1,0.7,69.9,63.2,257.2,23.7,156.1,15.7,Summer,Grassland,1,0,1,fire
48.2,52.9,21.0,3.0,91.7,114.3,424.6,32.1,294.5,25.7,Winter,Forest,0,0,0,fire
30.6,19.3,13.7,5.7,72.1,122.6,446.9,21.1,313.1,19.7,Autumn,Shrubland,1,0,0,not fire
27.8,55.0,13.4,0.1,67.0,66.6,283.3,22.8,179.0,15.9,Spring,Forest,1,0,0,not fire
37.4,69.2,26.5,2.1,79.4,79.5,292.6,28.9,196.0,18.9,Autumn,Forest,0,0,0,fire
38.7,62.8,16.3,0.4,73.3,97.4,296.7,22.1,211.2,17.8,Summer,Grassland,0,0,1,fire
46.9,36.6,15.6,1.9,90.6,143.1,525.3,26.7,346.3,22.5,Summer,Grassland,0,1,1,fire
44.7,83.7,18.7,1.6,77.2,89.6,354.5,25.2,241.1,20.7,Autumn,Agriculture,0,0,0,not fire
32.5,46.9,12.4,2.2,70.4,81.5,294.8,20.4,189.9,14.7,Autumn,Shrubland,0,0,0,not fire
21.5,68.7,17.6,0.4,61.4,43.5,176.1,21.3,120.1,13.5,Winter,Forest,0,0,0,not fire
28.7,73.3,12.2,0.6,62.6,65.0,206.3,17.2,138.6,12.5,Autumn,Forest,0,0,0,not fire
32.6,75.3,17.0,0.3,64.5,60.2,314.4,22.2,217.9,18.4,Autumn,Forest,0,0,0,not fire
29.1,75.9,10.8,0.6,56.5,50.9,226.8,17.2,158.2,13.4,Autumn,Shrubland,1,1,0,fire
33.4,100.0,10.3,0.8,54.0,53.2,213.0,19.1,134.6,14.9,Winter,Forest,0,0,0,not fire
38.3,46.0,15.3,2.6,77.1,77.8,298.9,24.4,200.5,17.7,Winter,Grassland,0,0,0,not fire
27.0,85.8,24.7,0.6,65.4,31.1,108.8,25.6,60.1,12.2,Spring,Forest,1,0,0,fire
42.4,11.6,18.2,0.2,97.8,126.6,397.8,33.8,264.5,23.5,Autumn,Forest,0,0,1,fire
33.9,25.1,20.5,2.8,85.6,93.7,358.2,29.2,252.4,18.2,Spring,Shrubland,0,0,0,fire
34.0,73.2,14.6,2.3,65.6,58.5,256.1,21.6,156.3,15.9,Winter,Shrubland,0,0,0,not fire
33.5,56.2,11.3,1.3,65.6,84.5,303.1,21.3,190.7,14.8,Autumn,Shrubland,0,0,0,not fire
25.7,42.4,6.0,2.3,57.2,52.7,267.9,17.6,191.9,15.8,Autumn,Shrubland,0,0,1,fire
46.4,58.4,19.7,1.1,87.2,116.1,374.9,26.0,253.6,19.1,Winter,Shrubland,0,0,0,not fire
47.1,46.5,25.3,3.1,95.3,113.4,463.7,32.1,305.8,25.0,Summer,Forest,0,0,0,fire
38.5,31.4,23.7,1.0,89.4,122.0,429.1,30.6,294.4,25.3,Autumn,Agriculture,0,1,0,fire
25.7,54.2,12.1,1.1,60.3,74.9,256.4,19.7,174.1,14.0,Spring,Agriculture,0,0,0,not fire
30.9,54.1,8.8,0.3,69.4,80.6,321.1,24.9,209.8,17.9,Summer,Agriculture,0,0,0,not fire
29.5,63.2,21.1,1.2,74.0,67.7,263.1,26.5,167.5,15.9,Summer,Agriculture,0,0,0,not fire
36.3,44.5,19.7,1.3,82.7,102.4,358.0,26.9,246.3,22.6,Winter,Grassland,1,0,0,fire
35.8,32.0,22.6,1.1,85.2,96.9,346.0,26.8,230.9,18.7,Winter,Agriculture,1,0,0,fire
31.1,48.4,16.1,0.6,71.8,90.0,328.1,24.9,214.1,18.1,Winter,Grassland,0,0,0,fire
31.3,87.7,12.1,5.8,47.6,46.1,194.5,16.1,122.6,9.5,Autumn,Grassland,0,0,0,not fire
39.5,39.2,26.7,0.8,88.0,116.8,421.2,33.9,281.2,24.3,Summer,Shrubland,0,0,0,fire
32.5,42.6,18.9,0.7,76.4,100.0,338.5,26.3,219.5,20.2,Summer,Forest,0,0,0,fire
29.5,56.2,5.3,2.0,60.8,49.5,240.1,18.4,160.0,14.0,Winter,Shrubland,0,0,0,not fire
23.8,93.1,14.8,1.0,50.7,35.3,157.2,18.2,85.3,9.8,Summer,Grassland,0,0,0,not fire
22.0,76.7,17.0,0.8,57.8,33.6,140.8,22.9,85.1,11.8,Summer,Agriculture,0,0,0,not fire
20.6,38.0,18.6,1.8,64.9,57.6,296.9,22.3,172.3,16.3,Spring,Agriculture,0,0,0,not fire
20.2,28.9,16.2,0.0,68.8,53.3,220.3,21.8,124.5,14.4,Spring,Shrubland,1,0,0,not fire
30.6,92.4,6.7,0.4,52.3,50.3,209.5,15.2,138.9,11.5,Spring,Shrubland,0,0,0,not fire
16.0,61.6,5.3,1.1,46.4,44.6,213.0,13.0,131.8,9.6,Autumn,Forest,0,0,0,not fire
34.5,62.9,16.7,1.0,70.5,70.7,302.6,22.1,216.5,15.9,Winter,Agriculture,0,0,0,not fire
26.5,83.8,14.3,0.6,57.7,41.9,159.0,19.3,117.7,10.8,Winter,Grassland,0,0,0,not fire
30.2,35.0,15.9,1.3,74.1,89.5,312.6,24.4,226.1,19.2,Summer,Shrubland,0,0,0,not fire
44.7,55.7,13.8,2.4,81.1,96.7,319.6,25.7,227.4,18.7,Summer,Grassland,0,0,0,fire
33.6,62.4,27.2,1.0,76.4,62.5,296.0,28.0,193.5,17.7,Winter,Agriculture,0,0,0,not fire
28.6,42.0,18.1,0.0,72.6,79.0,262.3,23.3,189.8,19.2,Autumn,Shrubland,0,0,0,not fire
38.0,44.1,17.7,0.5,81.3,111.7,385.0,27.8,255.3,22.0,Winter,Forest,0,0,1,not fire
30.1,44.5,14.1,1.2,60.7,69.4,274.0,16.8,178.4,14.7,Winter,Shrubland,0,0,0,not fire
35.5,32.0,11.3,0.1,77.2,97.0,370.9,21.5,254.6,19.7,Summer,Forest,0,0,0,fire
33.8,71.1,22.1,3.3,75.8,73.9,228.5,24.7,167.9,16.7,Winter,Shrubland,1,1,0,fire
33.9,26.8,12.1,0.3,80.5,95.0,376.2,24.2,248.5,20.9,Summer,Shrubland,1,0,0,fire
34.4,37.3,13.3,1.1,73.1,114.9,362.2,22.2,262.9,18.2,Winter,Forest,0,0,0,not fire
37.3,55.4,11.7,0.6,78.8,86.2,313.6,27.8,197.7,18.0,Autumn,Shrubland,0,1,0,fire
25.4,25.4,13.6,3.9,72.0,74.2,277.8,19.9,196.2,17.1,Summer,Forest,1,0,0,fire
32.0,71.0,15.2,5.1,65.2,69.8,268.0,20.7,181.7,15.3,Spring,Agriculture,0,0,0,not fire
37.1,67.9,14.2,0.7,70.8,91.3,371.6,22.8,236.6,19.5,Summer,Grassland,0,1,0,fire
24.9,76.1,15.0,1.3,55.6,38.9,153.7,17.9,95.6,10.4,Spring,Grassland,0,0,0,not fire
38.5,15.1,14.2,0.5,89.4,117.2,397.5,25.0,270.3,21.7,Spring,Agriculture,0,0,0,fire
31.7,62.1,17.7,1.9,70.5,79.4,277.2,23.4,179.5,15.7,Summer,Agriculture,0,0,0,fire
19.7,29.7,12.9,1.1,61.0,74.1,237.9,17.9,154.8,11.4,Summer,Shrubland,0,0,0,fire
23.1,29.2,15.8,0.7,74.6,86.3,349.8,23.2,228.3,18.7,Winter,Agriculture,1,0,1,fire
37.7,56.4,24.4,1.0,80.2,109.6,365.0,28.5,233.7,22.6,Autumn,Forest,0,0,0,fire
35.3,63.8,28.5,2.6,78.0,72.8,273.1,31.1,187.3,19.1,Winter,Forest,0,0,0,fire
21.0,47.2,16.6,0.0,60.4,49.6,201.2,21.6,142.4,14.2,Spring,Agriculture,0,1,0,not fire
36.2,79.3,15.6,0.8,70.9,69.8,300.9,22.7,194.0,17.2,Spring,Forest,0,0,0,not fire
35.8,56.9,18.9,0.7,72.9,96.4,363.5,22.1,246.4,19.8,Spring,Shrubland,1,1,0,fire
29.7,48.9,22.5,3.4,70.9,63.7,261.4,25.0,167.4,16.1,Spring,Grassland,0,0,0,fire
26.0,31.8,13.3,2.1,70.4,68.5,276.0,22.7,187.9,16.6,Autumn,Forest,0,0,0,not fire
34.8,23.6,14.7,0.8,82.3,109.3,387.9,25.5,266.4,22.0,Autumn,Shrubland,0,0,0,not fire
25.3,51.1,16.2,1.4,69.6,60.5,258.2,21.6,172.4,15.2,Spring,Shrubland,0,0,1,not fire
27.4,63.1,10.6,2.0,62.2,68.5,258.0,18.6,163.6,12.2,Spring,Agriculture,0,0,0,not fire
43.0,71.6,16.5,4.6,79.0,95.6,360.9,24.4,238.5,18.5,Spring,Forest,1,1,0,fire
24.7,29.8,17.2,0.4,66.1,69.3,232.4,22.0,165.2,15.7,Spring,Grassland,0,1,0,fire
50.0,69.1,7.3,2.9,73.5,100.9,380.4,21.7,240.0,17.8,Summer,Grassland,0,0,0,not fire
30.2,36.7,11.3,3.3,66.4,87.7,358.8,19.9,229.0,19.1,Summer,Shrubland,0,0,0,not fire
31.8,76.5,12.7,1.4,66.5,63.9,303.1,24.3,192.2,17.1,Autumn,Forest,0,1,1,fire
29.7,57.3,17.4,0.3,72.0,65.7,274.1,25.6,189.1,17.9,Summer,Grassland,0,0,0,fire
27.5,21.6,6.1,0.7,68.9,75.3,253.2,17.9,176.1,14.1,Summer,Grassland,0,0,0,fire
27.0,90.3,16.7,1.5,57.5,27.9,136.8,21.4,95.0,13.3,Summer,Shrubland,1,0,0,fire
42.8,54.2,17.5,0.3,84.3,107.6,377.2,26.8,241.2,20.4,Winter,Agriculture,0,0,1,not fire
15.0,45.4,13.3,0.4,54.6,21.8,126.3,19.2,82.2,11.3,Autumn,Grassland,0,0,0,not fire
24.8,40.6,15.5,1.1,69.1,69.6,296.0,25.6,189.8,17.9,Summer,Grassland,0,0,0,not fire
45.3,63.5,14.2,2.4,76.2,95.0,338.7,22.8,215.0,16.5,Winter,Shrubland,1,1,0,fire
35.0,37.8,17.3,3.5,75.9,95.5,320.8,25.0,219.9,19.0,Spring,Grassland,0,0,0,fire
19.9,66.1,21.7,0.8,53.3,41.9,196.4,22.0,131.3,13.2,Spring,Grassland,1,0,0,not fire
29.9,91.6,16.3,1.3,53.0,43.9,190.2,20.0,112.7,11.9,Summer,Grassland,1,0,1,fire
37.4,72.1,17.3,1.7,73.7,83.2,281.1,24.1,191.1,16.6,Summer,Grassland,0,1,0,fire
43.7,53.1,11.5,4.7,76.0,112.5,399.0,22.7,263.6,19.0,Spring,Shrubland,1,0,1,fire
